-0.141986992	-0.188692411	0.379782659
-0.726829378	-0.142946208	0.226462883
0.534324959	-0.235831196	-0.811714534
0.128720045	-0.619186633	-0.006250118
-0.419635137	-0.082530032	0.130748406
0.091018816	-0.437831067	-0.004419501
-0.283973985	-0.377384821	0.759565318
0.710826723	-0.169340274	0.257000469
-0.244292857	-0.532812528	0.237553805
0.917673354	-0.218617353	0.331786179
0.266614542	-0.422149082	0.388209787
0.010049951	-0.469383272	-0.423766849
0.413886333	-0.182674059	-0.757788182
0.012308626	-0.574874755	-0.519006275
0.185033507	-0.010265658	0.87501841
-0.839270274	-0.165060064	0.261496813
-0.386260922	-0.842450577	0.375605545
0.092516754	-0.005132829	0.437509205
-0.291493491	-0.327785313	-0.087111039
0.014212777	-0.663808189	-0.599296825
-0.593453702	-0.11671509	0.184906169
-0.504881536	-0.567740817	-0.150880745
-0.345482271	-0.753510703	0.335951812
0.20687375	-0.011477355	0.978300323
0.477914772	-0.210933835	-0.726019551
0.421554604	-0.667476305	0.613813569
0.820792	-0.195537305	0.29675858
-0.317492567	-0.421929057	0.849219843
-0.20079993	-0.266851366	0.537093787
-0.41952489	-0.205011407	-0.426578468
0.182037633	-0.875662134	-0.008839002
-0.299196424	-0.652559411	0.290942804
0.007106389	-0.331904095	-0.299648413
0.130838448	-0.007258917	0.618731451
0.583993114	-0.470440068	-0.19400563
0.337168582	-0.2716087	-0.112009203
0.580387589	-0.138265754	0.209840004
0.337936776	-0.149152745	-0.513373348
0.410396	-0.097768653	0.14837929
-0.582986982	-0.655570627	-0.174222078
0.674337163	-0.5432174	-0.224018406
-0.513810958	-0.251086669	-0.522449791
0.238957386	-0.105466917	-0.363009775
-0.412234048	-0.463558436	-0.123193613
0.015890368	-0.742160118	-0.67003422
-0.245928685	-0.326824842	0.657802861
-0.651799261	-0.732950243	-0.194786205
0.476828381	-0.384112707	-0.158404934
0.377049901	-0.597008957	0.549011546
0.203524261	-0.979020028	-0.009882305
0.160243718	-0.008890321	0.6287514
-0.938332692	-0.184542762	0.292362324
0.18852495	-0.298504478	0.274505773
-0.663327094	-0.324151496	-0.67447978
0.157649214	-0.758345653	-0.0076548
-0.296648895	-0.144964956	-0.301636527
-0.172741136	-0.376755352	0.167975906
0.753931869	-0.607335517	-0.250460192
0.326534792	-0.517024923	0.475457946
-0.59329779	-0.289929912	-0.603273055
